_address,_time,_date,_type,_body,_read,_service_center,_name
DM-URCLAP,Jun 24  2016 3:20:23 PM,1466761823907,1,Urbanclap New Lead ALERT! Service Requirement: Mathematics Home Tutors  Name: KAUSHAL KUMAR Location: Mandawali  New Delhi  Delhi  India To contact the customer  open the UClap Partner App NOW:http://onelink.to/ucpro  To opt out of New Lead Alert SMS  call us at 9953350750,1,+919768399176,Manuf. Date
DM-URCLAP,Jun 24  2016 3:20:18 PM,1466761818933,1,You have a new lead from KAUSHAL KUMAR. Please respond immediately - http://onelink.to/ucpro  In case of any queries  call 18604204226.   -Team UrbanClap,1,+919768399174,Manuf. Date
MD-KHUSHI,Jun 24  2016 2:52:10 PM,1466760130315,1,धूम्रपान छुड़ाए आयुर्वेदिक तरीके से असर केवल 5 Min में शुरू 9211677677,1,+919868191090,Manuf. Date
+919810290509,Jun 24  2016 2:23:07 PM,1466758387542,1,Can't talk right now...l'll call u later in class right now,1,+919810051829,Ilyas Khan WagonR
VM-040323,Jun 24  2016 1:01:58 PM,1466753518151,1,Ola! NCR49 is back. Ride Ola Prime at just Rs. 49 for the first 3 kms & Rs. 10/km thereafter in Del-NCR. Use code NCR49 & ride now. Valid till 30th June. TCA,1,+919820405905,
VK-LETMED,Jun 24  2016 12:58:04 PM,1466753284044,1,Thank You for Registering with LetMeDrive ! Your Mobile Verification Code - 893d for Mobile Number 9999301628. Please verify your Mobile Number.,1,+919830000185,Manuf. Date
VM-044045,Jun 24  2016 12:33:37 PM,1466751817681,1,Mother's Pride announces the Grand Baby Show on 26th June'16Register children b/w 0-3yrs by 25June'16 4PM by visiting the branches/online.Call:9310610011/12,1,+919820405905,
+917388199618,Jun 24  2016 12:10:43 PM,1466750443346,1,SPAZONE SPA Enjoy Your Full Body Massage oil cream & Steam by young Girls therapist@999/- & 8Body Massage 4999/-Sec-50  Noida Cl:-+919958792741  01204268777,1,+919810051829,
099534 91220,Jun 24  2016 12:06:42 PM,1466750202059,2,Maine watsapp pr images bhej di h..  Dekh lena bhai,1,,Car Buyer
VM-611126,Jun 24  2016 11:41:49 AM,1466748709689,1,Check your recent and last 6 bills instantly on MyVodafone App - www.vodafone.in/e4. Easy to read and pay quickly on the app.,1,+919825201043,
VM-044168,Jun 24  2016 11:29:27 AM,1466747967356,1,Get Upto 90% Discount on 2/3 Bhk by  Rishabh Group In the Heart of  INDIRAPURAM Kismat Calling Offer Coordinated by Corporation Bank Cal 9015519925,1,+919820405904,
VM-140601,Jun 24  2016 10:31:40 AM,1466744500787,1,Get a Pension of Rs.50 000 per month & Rs.1 Crore for your family by investing Rs.5 000 per month + Save Tax. T&C apply. To know more  sms RV to 56161,1,+919820405904,
VM-eBayin,Jun 24  2016 9:46:57 AM,1466741817514,1,Budget smartphone for you! Good One Z7 16GB smartphone with 2GB RAM  Android Lollipop is at Rs. 4 300 on eBay. Hurry  use GREATOFF36 on http://goo.gl/B3lyRZ.,1,+919820405904,Manuf. Date
HP-SPINNY,Jun 24  2016 9:44:01 AM,1466741641699,1,Sell your Maruti Suzuki Wagon R on India's largest dedicated used car portal. More than 2 lac genuine buyers. Sell now at BEST PRICE on SPINNY  goo.gl/d0u3Ag,1,+919653560054,Manuf. Date
VM-040801,Jun 24  2016 9:37:13 AM,1466741233099,1,Friday's are more fun with KFC. Buy 6pcs of Fiery Grilled chicken and get 3pcs FREE. Call  01133994444. T&C apply,1,+919820405905,
VM-ICICIL,Jun 24  2016 9:25:04 AM,1466740504045,1,Dear Customer  ICICI Lombard wishes you a safe ride. Avoid driving in water-logged area. Do not try to crank/push start the engine of a submerged vehicle as even one attempt can lead to serious engine damage. For help call toll free no.:1800-2666.,1,+919820405904,Manuf. Date
VK-KOTAKS,Jun 24  2016 9:14:51 AM,1466739891694,1,KALRT: We recommend investors to Buy CASTROL INDIA LTD CP 374 TP 446. Investment horizon 6-12 months. http://bit.ly/M-Insight,1,+919830000187,Manuf. Date
IM-URCLAP,Jun 24  2016 9:04:07 AM,1466739247850,1,TOP 3 REASONS TO COME BACK TO URBANCLAP ! 1) Genuine Customers and 2 times higher conversions! 2) Perfectly matched customers in your neighborhood at your price and looking for services you specialize in.  3) 40% lesser competition - We have removed 40% of our low-quality professionals reducing the clutter and competition on the platform Try us out again by clicking on this link http://partnerapp.urbanclap.com/open and experience the difference. Regards  Team UrbanClap,1,+919702000556,Manuf. Date
DZ-COSTAA,Jun 24  2016 9:02:50 AM,1466739170318,1,COSTA Bogo Fridays: Buy 1 Get 1 free on any Large/Reg beverages every Friday at Costa Coffee. TnC Apply http://costcf.in,1,+919762099062,Manuf. Date
VK-KOTAKS,Jun 24  2016 8:51:19 AM,1466738479534,1,KALRT: Intl Updt(8.45AM): SGX Nifty 8111.50 DOW 18011.07(+230.24)HANGSE 20238.67(-629.67)FII: Net +81.87Cr Buy 3185.92Cr Sell 3104.05Cr http://bit.ly/M-Insight,1,+919830000187,Manuf. Date
VM-SPCTNT,Jun 24  2016 8:42:12 AM,1466737932972,1,Please pay your FOX Bill Rs 4309 before 2016-06-26 to enjoy uninterrupted amazing internet.  kindly ignore  if paid .  ,1,+919820405560,Manuf. Date
VK-KSTECH,Jun 24  2016 8:04:44 AM,1466735684928,1,KALRT: NIFTY RANGE 8060-8300.  above 8300 expect 8400.  Below 8300 it has support at 8200 and worst case 8100.  However  failing to hold 8060 would trigger further weakness to may be 7900 but for medium term investors it would be golden opportunity to invest.,1,+919830000184,Manuf. Date
DM-DOMINO,Jun 24  2016 8:02:18 AM,1466735538634,1,Dominos Super Value Friday; Buy 1 Pizza & Get 1 Pizza FREE Only TODAY; WalkIn/Call for Home Delivery@ 68886888 /OrderOnline/Mobile@ dominos.co.in Cpn: MOB06 T&C,1,+919768399174,Manuf. Date
VM-Walnut,Jun 24  2016 1:54:53 AM,1466713493555,1,Walnut Auto-verify code is 831697  Now split bills with friends  using Walnut - the Smartest Personal Finance App,1,+919820405904,Manuf. Date
VD-VFCARE,Jun 24  2016 12:11:56 AM,1466707316387,1,Your no.7827686300 is just a step away from activation. Call59059 from your Vodafone SIM card to complete the verification process by confirming your details,1,+919811001057,Manuf. Date
VD-VFCARE,Jun 23  2016 11:37:54 PM,1466705274387,1,Hi  your no.7827686300 is active.Call 59059 from your Vodafone SIM to complete verification process by confirming your details.Welcome to the Vodafone family!,1,+919811001057,Manuf. Date
VM-548003,Jun 23  2016 7:24:11 PM,1466690051100,1,This weekend  plan a getaway from the city's hustle and bustle with Ola Outstation. Book 2 hours before travel and enjoy AC cabs at Rs. 8/km. Book Now. TCA,1,+919820405904,
+919160654115,Jun 23  2016 6:46:35 PM,1466687795162,1,Hi xxx  r the interviews still going on.,1,+919885005444,
VM-APOLLO,Jun 23  2016 6:21:54 PM,1466686314081,1,Dear Customer  are you prepared for the Flu Season this monsoon? GET 50% OFF ON FLU VACCINE! Offer valid till 30th June or till stocks last. Call 18605007788,1,+919820405936,Manuf. Date
VK-040100,Jun 23  2016 6:13:42 PM,1466685822212,1,Use Kotak Debit Card to get 15% discount on orders above Rs.300 on www.dominos.co.in. Promo code KOTAK15 valid till 30 Sep16. T&C apply. For more visit http://www.kotak.com/offers,1,+919830000184,
VK-PZAHUT,Jun 23  2016 6:07:37 PM,1466685457316,1,PizzaHut Better than Buy 1 Get 1 offer: Get Any Pan Pizza@ Rs 199 each; when you buy 2 pizzas  Walk-In/Call@ 0120-3988398 order@ www.pizzahut.co.in T&C,1,+919830000187,Manuf. Date
VD-611112,Jun 23  2016 5:38:33 PM,1466683713475,1,Exclusive 1GB Offer! Recharge Rs.147  get 1GB 4G/3G for 28 day. 375MB upfront and 650MB credit in 2Hrs. Available on Etop recharges.Click www.vodafone.in/mvvf32,1,+919811001057,
+919160654115,Jun 23  2016 5:15:51 PM,1466682351520,1,Ohh ok ok...sorry disturbed you. All the best.,1,+919885005444,
097041 32632,Jun 23  2016 5:11:22 PM,1466682082486,2,Hi    Interviews are going on..  Call you back later...  ,1,,
VM-014529,Jun 23  2016 4:44:07 PM,1466680447581,1,Save more on Patanjali! Download Pluss & buy all Patanjali products at up to 20% off. 15% Discount+5% Paytm Cashback. Order today: http://pluss.io/pat_20,1,+919820405912,
VK-KOTAKS,Jun 23  2016 4:20:25 PM,1466679025128,1,KALRT: Market Update (Closed): Sensex 27002.22(+236.57)  Nifty 8270.45(+66.75),1,+919830000185,Manuf. Date
073500 10635,Jun 23  2016 3:50:23 PM,1466677223530,2,In a meeting   call you back later ,1,,
VM-INVTCH,Jun 23  2016 3:17:01 PM,1466675221383,1,NSEMCX 100% SURE TIPS IN EQUITY AND MCX . 100% DAILY PROFIT GUARANTEE. FOR FREE TRIAL JUST MISS CALL ON 08000366566.,1,+919820405905,Manuf. Date
+919571095299,Jun 23  2016 2:01:15 PM,1466670675376,1,Move to AIRTEL4G Postpaid With 1GB 3G/4G Then 2G Unlimited Upto 80KBPS 800 MINS LOC 300 SMS L&N For 399 monthly rental. for Visit call @ 01294264900,1,+919890036056,
+919136346788,Jun 23  2016 12:54:55 PM,1466666695499,2,I'll call you later.,1,,
VM-CARNVL,Jun 23  2016 11:34:02 AM,1466661842076,1,Watch Raman Raghav 2.0  7 Hours To Go  Independence Day Resurgence and many more at your nearest Carnival Cinemas. For booking log on to www.carnivalcinemas.in,1,+919820405904,Manuf. Date
VD-611117,Jun 23  2016 10:19:01 AM,1466657341717,1,Free Local calling on 1 Vodafone number  ek aur Vodafone postpaid lene par pe  attractive plans ke sath  aur janne ke liye SMS kare 'postpaid' send to 199 ,1,+919811036476,
VM-KOTAKS,Jun 23  2016 9:53:33 AM,1466655813063,1,KALRT: We recommend investors to Buy ALLCARGO LOGISTICS LTD CP 174 TP 200. Investment horizon 6-12 months. http://bit.ly/M-Insight,1,+919820405936,Manuf. Date
HP-SPINNY,Jun 23  2016 9:45:13 AM,1466655313116,1,Sell your Maruti Suzuki Wagon R on India's largest dedicated used car portal. More than 2 lac genuine buyers. Sell now at BEST PRICE on SPINNY  goo.gl/d0u3Ag,1,+919653560054,Manuf. Date
VK-KOTAKS,Jun 23  2016 9:07:34 AM,1466653054757,1,KALRT: Intl Updt(8.45AM): SGX Nifty 8206.50 DOW 17780.83(-48.90)HANGSE 20852.14(+57.02)FII: Net -41.10Cr Buy 2841.18Cr Sell 2882.28Cr http://bit.ly/M-Insight,1,+919830000184,Manuf. Date
DM-URCLAP,Jun 23  2016 9:00:54 AM,1466652654063,1,TOP 2 REASONS TO COME BACK TO URBANCLAP ! 1) Genuine Customers and 2 times higher conversions because of our new customer app! 2) Perfectly matched customers for you - The customers we send for you would be very near to you  in your price range and looking for services which you specialize in.  Try us out again by clicking on this link http://partnerapp.urbanclap.com/open and experience the difference. Or to learn how to respond to a lead click here goo.gl/aJJ2R5 Regards  Team UrbanClap,1,+919768399174,Manuf. Date
VM-SHUTTL,Jun 23  2016 12:52:23 AM,1466623343282,1,Ahoy   welcome to Shuttl. Please enter 4961 code to verify your number. The ride begins!,1,+919820405912,Manuf. Date
DZ-iPaytm,Jun 23  2016 12:47:14 AM,1466623034061,1,Enter 915004 to allow Uber to charge your Paytm wallet for trips. If you don't have a Paytm account  we'll create one. Read our terms at www.paytm.com/terms,1,+919762099062,Manuf. Date
DZ-iPaytm,Jun 23  2016 12:46:14 AM,1466622974054,1,Enter 875539 to allow Uber to charge your Paytm wallet for trips. If you don't have a Paytm account  we'll create one. Read our terms at www.paytm.com/terms,1,+919762099062,Manuf. Date
DZ-iPaytm,Jun 23  2016 12:45:41 AM,1466622941328,1,Enter 474962 to allow Uber to charge your Paytm wallet for trips. If you don't have a Paytm account  we'll create one. Read our terms at www.paytm.com/terms,1,+919762099062,Manuf. Date
DZ-iPaytm,Jun 23  2016 12:45:22 AM,1466622922692,1,Enter 978679 to allow Uber to charge your Paytm wallet for trips. If you don't have a Paytm account  we'll create one. Read our terms at www.paytm.com/terms,1,+919762099062,Manuf. Date
VD-VFCARE,Jun 22  2016 10:36:20 PM,1466615180103,1,Hi  you have used 512.00 MB of your booster pack. Track your usage anytime on MyVodafone App (www.vodafone.in/b2) or dial *111#,1,+919811001057,Manuf. Date
VK-040100,Jun 22  2016 7:33:24 PM,1466604204356,1,Invest using Kotak ASBA facility for Upcoming IPO Mahanagar Gas Ltd. Issue Dates 21-23 June 16. To invest call 18602662666,1,+919830000184,
VM-HSBCIN,Jun 22  2016 7:19:52 PM,1466603392121,1,Dear Customer  please ensure that there is sufficient balance in your account for any ECS debits received for payment. Due to recent regulatory change in the ECS process  we will not be able to offer additional time to you to fund any shortfall in the account. For assistance  please call HBSC PhoneBanking or visit your nearest Branch.,1,+919820405912,Manuf. Date
VD-611123,Jun 22  2016 6:34:05 PM,1466600645571,1,Apni samasyaon ka samadhan paye Panditji se wo bhi chutkiyon mein  saath hi jaanein aj ka vishesh rashifal. Call 55315 ¡ Rs9/Minute,1,+919811001057,
IM-NDLBOX,Jun 22  2016 5:20:11 PM,1466596211340,1,Noodle Box summer specials!! Enjoy Flat 20% off on your favorite Thai & Chinese food. To order call 0120-6888101  9210662233. Code NBC20,1,+919702000556,Manuf. Date
VM-KOTAKS,Jun 22  2016 4:07:00 PM,1466591820687,1,KALRT: Market Update (Closed): Sensex 26765.65(-47.13)  Nifty 8203.70(-16.20),1,+919820405905,Manuf. Date
IM-701121,Jun 22  2016 2:31:50 PM,1466586110954,1,Get 25% Off + 50% Cashback On All OYO Hotels Across India. Visit us bit.ly/28OY9du Use Code BOOK25.,1,+919702000556,
VD-611123,Jun 22  2016 2:17:46 PM,1466585266305,1,"""Introducing Vodafone U! Enjoy calls  internet  music  experiences and lots more: 1)300MB data 2)150MB night data(12am-6am) 3)Rs.15 talktime 4)Calls to 3 closest Vodafone buddies ¡20p/m 5)Free music downloads for 60 days from MyVodafoneApp Recharge now with the Vodafone U Medium pack ¡Rs.179 valid for 14 days! Know more on https://goo.gl/puWZVP""",1,+919811001057,
DM-OLXIND,Jun 22  2016 1:22:59 PM,1466581979231,1,Dear OLX User  Your Ad 1008312463 is now live! View Ad https://www.olx.in/q/r/7pez5z6 Edit Ad https://www.olx.in/q/r/7pez614 Delete Ad https://www.olx.in/q/r/7pez638,1,+919768399176,Manuf. Date
DM-OLXIND,Jun 22  2016 1:20:57 PM,1466581857558,1,Dear OLX User  Did you know Ads with photos sell 5 times faster than Ads without photos? Add photos to your Ad here https://www.olx.in/q/r/7pez7ld,1,+919768399174,Manuf. Date
VM-OLXIND,Jun 22  2016 1:19:53 PM,1466581793386,1,2567 is the verification code for posting your Ad (1008312463),1,+919820405912,Manuf. Date
DM-URCLAP,Jun 22  2016 11:20:15 AM,1466574615319,1,Dear Partner   You are well aware that we have launched the 'Teach-at your Home' option in your city. For making the best of the feature you are required to answer the following questions.  1. Are you a home tutor  teach at your home or are comfortable with both options? 2. What days of the week are you available for tutoring? 3. What is your full time profession?  You can either send in your answers via WhatsApp- +919560866889 or write to us at lakshyavij@urbanclap.com  By answering the above-you will receive only genuine leads matching to your requirements.  Team UrbanClap,1,+919768399176,Manuf. Date
VM-040801,Jun 22  2016 9:38:16 AM,1466568496810,1,Mid-week celebration with KFC! Save 37% on 12 pc boneless strips bucket @Rs. 300  all of today! Call 01133994444. T&C apply,1,+919820405905,
DM-URCLAP,Jun 22  2016 9:20:53 AM,1466567453553,1,Dear xxx xxx  Your daily report for 21-Jun is: New leads received : 3 Leads responded : 0 Stay Active. Get Hired. Open UClap Partner App Now: http://onelink.to/ucpartner,1,+919768399176,Manuf. Date
DM-eBayin,Jun 22  2016 9:05:34 AM,1466566534360,1,Buy a Dell Inspiron 5559 6th Gen laptop with i5  16GB RAM  1TB HDD & 1 year warranty at Rs. 37 099 only on eBay. Use coupon GREATOFF11 on http://goo.gl/N4Qw45.,1,+919768399176,Manuf. Date
DM-URCLAP,Jun 22  2016 9:00:56 AM,1466566256993,1,BIGGEST REASON TO COME BACK TO URBANCLAP - Genuine Customers and higher conversions! With the launch of the new version of our customer app  customers can now browse through a list of profiles and select the pro who they want to hire. This also helps us in filtering out 50% of non-serious customers who can now look at prices and options in the market without placing a request. This has ensured that you get leads from customers who are interested in hiring you! Try us out again by clicking on this link http://partnerapp.urbanclap.com/open and experience the difference. Or to learn how to respond to a lead click here https://goo.gl/aJJ2R5 Regards  Team UrbanClap,1,+919768399176,Manuf. Date
VK-KOTAKS,Jun 22  2016 8:59:58 AM,1466566198848,1,KALRT: Intl Updt(8.45AM): SGX Nifty 8225.50 DOW 17829.73(+24.86)HANGSE 20745.78(+77.34)FII:Net +484.66Cr Buy 3714.27Cr Sell 3229.61Cr http://bit.ly/M-Insight,1,+919830000187,Manuf. Date
VM-SPCTNT,Jun 22  2016 8:36:34 AM,1466564794209,1,Please pay your FOX Bill Rs 4309  before 2016-06-26 to enjoy uninterrupted amazing internet.  kindly ignore  if paid .  ,1,+919820405560,Manuf. Date
VM-AXISMF,Jun 22  2016 8:03:07 AM,1466562787208,1,Dear Investor  Your SIP for Rs. 1500 for folio no. 90113854034 is due for debit on 25/06/2016 in Axis Long Term Equity Fund - Growth. Please ensure sufficient balance in your KOTAK MAHINDRA BANK LIMITED  A/c No XXXXXX16486. Axis MF,1,+919820405904,Manuf. Date
RM-ROTITG,Jun 21  2016 9:50:32 PM,1466526032201,1,Why pay Delivery Fee? Free Delivery!! Order Directly & get same 20% off on your next order Roti The Grill Indirapuram 0120-6406500 4333372 8447533253,1,+919014000512,Manuf. Date
VK-FPANDA,Jun 21  2016 7:27:09 PM,1466517429462,1,Take home 10% off on tasty dishes @ foodpanda! Use FP10 & enjoy the meal deal. Pay via wallets & get 15% cash back instantly. Order now  https://goo.gl/zOPpMo,1,+919830000185,Manuf. Date
VD-VFCARE,Jun 21  2016 7:09:49 PM,1466516389363,1,Welcome to Vodafone 4G! As a gift from our end you get 90days subscription to online movies & entertainment on Hungama Play & HOOQ worth Rs1494 Absolutely FREE. Just Install Vodafone Play App from http://bit.ly/23JfAxV and claim ur free gift. First login on the App needs to be on Vodafone mobile network. TnC Apply.,1,+919811001057,Manuf. Date
IM-501121,Jun 21  2016 5:37:12 PM,1466510832621,1,Ride across town @ just Rs. 6/km in AC cabs with Ola Micro  the most affordable cab in town! Book now bit.ly/1olacabs. TCA,1,+919702000556,
DM-URCLAP,Jun 21  2016 5:03:35 PM,1466508815137,1,You have a new lead from SANDEEP KUMAR. Please respond immediately - http://onelink.to/ucpro  In case of any queries  call 18604204226.   -Team UrbanClap,1,+919768399176,Manuf. Date
VK-KOTAKS,Jun 21  2016 4:12:24 PM,1466505744787,1,KALRT: Market Update (Closed): Sensex 26812.78(-54.14)  Nifty 8219.90(-18.60),1,+919830000185,Manuf. Date
DM-URCLAP,Jun 21  2016 4:07:06 PM,1466505426185,1,You have a new lead from Archana. Please respond immediately - http://onelink.to/ucpro  In case of any queries  call 18604204226.   -Team UrbanClap,1,+919768399174,Manuf. Date
DM-URCLAP,Jun 21  2016 4:01:05 PM,1466505065996,1,You have a new lead from Archana. Please respond immediately - http://onelink.to/ucpro  In case of any queries  call 18604204226.   -Team UrbanClap,1,+919768399176,Manuf. Date
VD-611117,Jun 21  2016 3:57:04 PM,1466504824150,1,FREE Gold Car Bike Handset. From Every Minute to Hour  Every Day to Week.Vodafone Delhi celebrating 1 Crore Customer Delight!Talk to Get gifts!!,1,+919811036476,
